"FileName"	"CAS"	"Name"	"RT"	"RI"	"Width"	"Purity"	"Model"	"Min. Abund."	"Amount"	"Scan"	"Peak Tailing"	"S/N (total)"	"Base Peak"	"Max. Amount"	"Area"	"Intgr.Signal"	"Max. Area"	"Extra Width"	"Models"	"Frac. Good"	"Expec. RT"	"RI-RI(lib)"	"Net"	"Weighted"	"Simple"	"Reverse"	"Corrections"	"(m/z)"	"S/N (m/z)"	"Area % (m/z)"	"Conc."	"RT-RT(lib)"
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	10477471	">2-Propenoic acid, 2-propynyl ester"	11.6392	1215.9	6.7	"13%"	"TIC"	"10%"	"0.00642%"	1498	0.7	12	1783		0					0				70		70						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	105602	">Caprolactam"	12.0307	1241.7	8.2	"92%"	"55 m/z"	"0.42%"	"0.924%"	1566	1	107	42503		0					0				95		96						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	112050	">Nonanoic acid"	12.1216	1247.7	5.5	"57%"	"60 m/z"	"2.1%"	"0.134%"	1582	1.4	48	8377		0					0				85		85						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	22104796	">2-Nonen-1-ol"	12.2508	1256.2	5.5	"31%"	"TIC"	"12%"	"0.0177%"	1605	1.3	20	1419		0					0				58		63						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	148553508	">Pregabalin"	12.4514	1269.4	5.1	"76%"	"84 m/z"	"3.9%"	"0.132%"	1640	1.1	52	4549		0					0				72		73						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	75314191	">Cyclobutanone, 2-methyl-2-oxiranyl-"	12.6943	1285.4	5	"63%"	"59 m/z"	"4.7%"	"0.103%"	1682	1.3	45	3823		0					0				67		88						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	88993	">1,2-Benzenedicarboxylic acid"	12.8857	1298.1	6.2	"39%"	"76 m/z"	"9.2%"	"0.0197%"	1716	1.7	17	1956		0					0				81		81						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	540976	">Cyclohexasiloxane, dodecamethyl-"	12.9206	1300.4	4.8	"49%"	"341 m/z"	"5.1%"	"0.0286%"	1722	1.9	25	3491		0					0				82		83						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	334485	">n-Decanoic acid"	13.5075	1341.6	6	"85%"	"60 m/z"	"2.3%"	"0.213%"	1825	1.2	56	7587		0					0				87		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	6169068	">2-Octanol, (S)-"	13.8568	1366.1	5.4	"35%"	"TIC"	"14%"	"0.0124%"	1886	0.9	19	1236		0					0				76		76						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	20633038	">3,4-Hexanedione, 2,2,5-trimethyl-"	13.9602	1373.4	7.6	"36%"	"TIC"	"8.1%"	"0.0137%"	1904	1	17	2208		0					0				79		79						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	112549	">Dodecanal"	14.1134	1384.2	5.1	"60%"	"TIC"	"8.1%"	"0.0438%"	1931	0.8	30	2200		0					0				87		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	3879263	">5,9-Undecadien-2-one, 6,10-dimethyl-, (Z)-"	14.7283	1428.9	5.1	"40%"	"TIC"	"6.4%"	"0.0225%"	2038	0.6	25	2817		0					0				71		73						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	"EPA-353294"	">.beta.-Hydroxypyruvic acid, trimethylsilyl ether, trimethylsilyl ester"	15.2742	1469.5	7.4	"24%"	"TIC"	"11%"	"0.0262%"	2134	1.1	20	1621		0					0				40		48						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	19812647	">1,14-Tetradecanediol"	15.4639	1483.6	5.2	"39%"	"TIC"	"13%"	"0.0175%"	2167	1.4	23	1288		0					0				76		76						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	166273387	">Pentanoic acid, 5-hydroxy-, 2,4-di-t-butylphenyl esters"	15.5062	1486.8	5	"41%"	"191 m/z"	"3.4%"	"0.0376%"	2174	1.1	25	5181		0					0				82		82						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	143077	">Dodecanoic acid"	16.0994	1532.7	7.7	"42%"	"TIC"	"8.4%"	"0.0418%"	2278	1.6	26	2127		0					0				69		69						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	1072168	">Octane, 2,7-dimethyl-"	16.5538	1568.4	5	"45%"	"TIC"	"8.8%"	"0.0157%"	2358	0.5	22	2032		0					0				73		75						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	6846500	">2,2,4-Trimethyl-1,3-pentanediol diisobutyrate"	16.6235	1573.9	4.7	"62%"	"71 m/z"	"1.1%"	"0.0768%"	2370	0.9	41	15231		0					0				86		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	5675514	">1,12-Dodecanediol"	16.7401	1583.1	5.1	"23%"	"TIC"	"16%"	"0.00938%"	2390	1.4	17	1087		0					0				74		74						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	556683	">Cyclooctasiloxane, hexadecamethyl-"	17.3768	1635.1	8.2	"20%"	"TIC"	"9.8%"	"0.0377%"	2502	1.5	25	1828		0					0				53		60						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	1072168	">Octane, 2,7-dimethyl-"	17.7477	1666	7.1	"36%"	"TIC"	"5.6%"	"0.0247%"	2567	1.4	24	3198		0					0				80		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	1072168	">Octane, 2,7-dimethyl-"	17.8226	1672.2	6.2	"29%"	"TIC"	"6.2%"	"0.0142%"	2580	1.3	22	2867		0					0				80		83						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	69064364	">Z-2-Dodecenol"	17.9518	1682.9	5	"27%"	"TIC"	"10%"	"0.0132%"	2602	1.3	23	1691		0					0				74		74						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	544638	">Tetradecanoic acid"	18.4787	1728.6	8.5	"59%"	"TIC"	"3.8%"	"0.159%"	2694	1.8	51	4745		0					0				80		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	1560970	">Dodecane, 2-methyl-"	18.8862	1764.8	4.5	"31%"	"57 m/z"	"2.4%"	"0.0434%"	2766	0.9	35	7288		0					0				85		85						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	31295564	">Dodecane, 2,6,11-trimethyl-"	19.0005	1774.9	5.3	"41%"	"57 m/z"	"2.1%"	"0.0850%"	2786	0.8	44	8405		0					0				84		84						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	118605	">2-Ethylhexyl salicylate"	19.088	1782.7	5	"32%"	"120 m/z"	"2.7%"	"0.0787%"	2801	1.1	39	6635		0					0				83		83						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	118605	">2-Ethylhexyl salicylate"	19.0914	1783	6.3	"39%"	"TIC"	"2.9%"	"0.0715%"	2802	1.1	44	6077		0					0				86		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	38147001	">1,1,1,5,7,7,7-Heptamethyl-3,3-bis(trimethylsiloxy)tetrasiloxane"	19.1914	1791.9	4.6	"14%"	"TIC"	"4.5%"	"0.00761%"	2819	1	23	3943		0					0				55		59						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	22768225	">2,4-Diphenyl-4-methyl-2(E)-pentene"	19.4069	1814.1	4.8	"17%"	"221 m/z"	"7.2%"	"0.0428%"	2857	1	29	2475		0					0				64		64						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	337966855	">1-Cyclopentyl-2,2-dimethyl-1-propanol"	19.7795	1856.5	6.9	"10%"	"TIC"	"4.8%"	"0.0150%"	2922	0.6	24	3713		0					0				72		83						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	1072168	">Octane, 2,7-dimethyl-"	19.8395	1863.3	3.9	"17%"	"57 m/z"	"2.5%"	"0.0281%"	2933	1.3	34	6947		0					0				82		82						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	"EPA-303227"	">3-Nitro-1H-pyrazole-4-carbonitrile"	19.8807	1868	5.5	"3.5%"	"TIC"	"12%"	"0.00206%"	2940	1.1	14	1427		0					0				66		71						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	55771409	">2,4,6-Trimethyl-1-nonene"	20.3454	1925.9	4.3	"21%"	"57 m/z"	"2.3%"	"0.0692%"	3021	1	46	7789		0					0				76		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	629823	">Octane, 1,1'-oxybis-"	20.3488	1926.4	">5"	"34%"	"TIC"	"1.8%"	"0.0750%"	3022	0.6	59	9973		0					0				82		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	84742	">Dibutyl phthalate"	20.3979	1933.4	4.1	"42%"	"149 m/z"	"0.29%"	"0.292%"	3030	1.3	84	61772		0					0				94		95						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	"EPA-202150"	">1-Phenyl-4-(3,5-dimethylphenyl)buta-1,3-diene"	20.5528	1955.3	4.9	"10%"	"219 m/z"	"6.9%"	"0.0490%"	3058	1	33	2598		0					0				64		64						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	"EPA-326460"	">2-[[1-(4-Methylphenyl)ethylidene)amino]benzonitrile"	20.5557	1955.7	6.7	"6.1%"	"TIC"	"7.6%"	"0.00795%"	3058	1.8	25	2370		0					0				63		65						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH170420\SKAALAE279_170412_2.FIN"	995824	">Hexasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11-dodecamethyl-"	22.6709	2298.8	">3"	"23%"	"TIC"	"1.5%"	"0.0487%"	3428	1	63	11869		0					0				53		56						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH160821\SKAALAE78_160818_0.FIN"	108883	">Toluene"	3.8241	774	8.1	"59%"	"92 m/z"	"3.6%"	"0.0290%"	130	1.5	32	6340		0					0				94		94						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH160821\SKAALAE78_160818_0.FIN"	71410	">1-Pentanol"	3.9812	782.5	10.1	"45%"	"TIC"	"7.8%"	"0.00955%"	158	1.4	22	2904		0					0				81		92						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH160821\SKAALAE78_160818_0.FIN"	38851693	">cis-1-Butyl-2-methylcyclopropane"	4.2093	794.8	7.6	"49%"	"TIC"	"9.2%"	"0.0140%"	198	0.9	26	2475		0					0				87		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH160821\SKAALAE78_160818_0.FIN"	111659	">Octane"	4.3425	802	5.5	"49%"	"85 m/z"	"9.3%"	"0.0133%"	221	1.4	25	2439		0					0				88		88						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH160821\SKAALAE78_160818_0.FIN"	111659	">Octane"	4.3465	802.2	8.2	"45%"	"TIC"	"9.9%"	"0.0125%"	222	1.2	25	2300		0					0				87		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA\BATCH160821\SKAALAE78_160818_0.FIN"	66251	">Hexanal"	4.4156	805.9	6.3	"91%"	"56 m/z"	"0.56%"	"0.208%"	234	2	95	40718		0					0				96		97						
